1 | Patrat | Jolly | Cheri Berry | Super Fang | Crunch | Hypnosis | Sand-Attack | Atk/Spd
782 | Darmanitan | Impish | Sitrus Berry | Belly Drum | Earthquake | Fire Punch | Yawn | Def/SpD
783 | Ambipom | Jolly | King's Rock | Fling | Taunt | Return | Payback | Atk/Spd
784 | Cofagrigus | Bold | Leftovers | Will-O-Wisp | Toxic | Hex | Calm Mind | HP/SpD
785 | Golurk | Brave | Iron Ball | Hammer Arm | Earthquake | Shadow Punch | Fling | HP/Atk
786 | Durant | Jolly | Focus Sash | Entrainment | X-Scissor | Iron Head | Protect | HP/Spd
787 | Golem | Brave | Iron Ball | Rock Slide | Earthquake | Explosion | Fling | Atk/SpD
788 | Slowbro | Quiet | Leftovers | Psychic | Surf | Blizzard | Trick Room | HP/Def
789 | Weezing | Careful | Chesto Berry | Toxic | Will-O-Wisp | Stockpile | Rest | HP/SpD
790 | Kangaskhan | Jolly | Salac Berry | Fake Out | Endeavor | Return | Substitute | Atk/Spd
791 | Tauros | Careful | Sitrus Berry | Toxic | Protect | Double Team | Earthquake | HP/SpD
792 | Spiritomb | Careful | Custap Berry | Will-O-Wisp | Sucker Punch | Substitute | Pain Split | HP/SpD
793 | Cryogonal | Naive | Focus Sash | Hail | Icy Wind | Blizzard | Explosion | Spd/SpA
794 | Druddigon | Adamant | Choice Band | Outrage | Earthquake | Superpower | Dragon Tail | HP/Atk
795 | Musharna | Relaxed | Chesto Berry | Stored Power | Calm Mind | Shadow Ball | Rest | Def/SpD
796 | Scrafty | Careful | Leftovers | Bulk Up | Payback | Protect | Drain Punch | HP/SpD
797 | Ferrothorn | Sassy | Leftovers | Curse | Rock Smash | Gyro Ball | Ingrain | HP/SpD
798 | Alakazam | Timid | Choice Specs | Psychic | Focus Blast | Disable | Trick | Spd/SpA
799 | Slowking | Quiet | Lum Berry | Psychic | Surf | Ice Beam | Trick Room | HP/SpD
800 | Miltank | Jolly | Salac Berry | Substitute | Earthquake | Rock Slide | Zen Headbutt | Atk/Spd
801 | Altaria | Calm | Sitrus Berry | Cotton Guard | Roost | Flamethrower | Dragon Pulse | HP/SpD
802 | Toxicroak | Adamant | Wide Lens | Cross Chop | Sucker Punch | Gunk Shot | Taunt | Atk/Spd
803 | Gothitelle | Modest | BrightPowder | Substitute | Flatter | Psych Up | Psychic | HP/SpA
804 | Reuniclus | Relaxed | Toxic Orb | Trick | Psychic | Focus Blast | Recover | Def/SpD
805 | Bisharp | Adamant | Focus Sash | Taunt | Sucker Punch | Rock Smash | Iron Head | HP/Atk
806 | Abomasnow | Quiet | Occa Berry | Blizzard | Focus Blast | Protect | Ice Shard | HP/SpA
807 | Nidoqueen | Adamant | Black Sludge | Poison Jab | Dragon Tail | Bulldoze | Earthquake | HP/Atk
808 | Nidoking | Adamant | Muscle Band | Earthquake | Poison Jab | Megahorn | Protect | Atk/Spd
809 | Cradily | Sassy | Big Root | Stockpile | Protect | Ingrain | Giga Drain | HP/Def
810 | Armaldo | Adamant | Choice Band | Superpower | Stone Edge | Earthquake | X-Scissor | HP/Atk
811 | Rampardos | Relaxed | Sitrus Berry | Head Smash | Earthquake | Rock Slide | Protect | Atk/SpD
812 | Bastiodon | Brave | Sitrus Berry | Metal Burst | Rock Slide | Wide Guard | Curse | HP/Atk
813 | Floatzel | Hasty | Life Orb | Waterfall | Aqua Jet | Low Kick | Protect | Atk/Spd
814 | Mismagius | Bold | BrightPowder | Confuse Ray | Protect | Perish Song | Mean Look | HP/Def
815 | Carracosta | Adamant | Rindo Berry | Waterfall | Rock Slide | Aqua Jet | Earthquake | Atk/Spd
816 | Escavalier | Adamant | Custap Berry | Megahorn | Iron Head | Swagger | Reversal | HP/Atk
817 | Accelgor | Timid | Focus Sash | Bug Buzz | Encore | Focus Blast | Protect | Spd/SpA
818 | Zebstrika | Jolly | Focus Sash | Me First | Wild Charge | Thunder Wave | Volt Switch | Atk/Spd
819 | Drifblim | Bold | Custap Berry | Shadow Ball | Thunderbolt | Hypnosis | Destiny Bond | Spd/SpD
820 | Seismitoad | Jolly | Sitrus Berry | Brick Break | Poison Jab | Dig | Payback | Atk/Spd
821 | Poliwrath | Adamant | Sitrus Berry | Waterfall | Earthquake | Focus Punch | Circle Throw | HP/Atk
822 | Rapidash | Jolly | Charcoal | Flare Blitz | Megahorn | Double-Edge | Protect | Atk/Spd
823 | Muk | Adamant | Quick Claw | Gunk Shot | Shadow Sneak | Brick Break | Explosion | HP/Atk
824 | Gengar | Timid | Lum Berry | Sludge Bomb | Thunderbolt | Shadow Ball | Destiny Bond | Spd/SpA
825 | Ampharos | Quiet | Zoom Lens | Thunder | Focus Blast | Signal Beam | Power Gem | HP/SpA
826 | Politoed | Modest | Wide Lens | Hydro Pump | Blizzard | Focus Blast | Hypnosis | SpA/SpD
827 | Pinsir | Jolly | Choice Scarf | X-Scissor | Earthquake | Close Combat | Guillotine | Atk/Spd
828 | Scizor | Adamant | Occa Berry | Bug Bite | Aerial Ace | Roost | Bullet Punch | HP/Atk
829 | Heracross | Jolly | Salac Berry | Megahorn | Earthquake | Reversal | Endure | Atk/Spd
830 | Ursaring | Adamant | Quick Claw | Return | Cross Chop | Earthquake | Aerial Ace | HP/Atk
831 | Houndoom | Timid | White Herb | Overheat | Dark Pulse | SolarBeam | Sunny Day | Spd/SpA
832 | Donphan | Adamant | Quick Claw | Earthquake | Stone Edge | Seed Bomb | Fissure | Atk/SpD
833 | Wailord | Modest | Zoom Lens | Hydro Pump | Blizzard | Fissure | Hyper Beam | HP/SpA
834 | Claydol | Adamant | Custap Berry | Earthquake | Zen Headbutt | Rock Slide | Explosion | Atk/SpD
835 | Bronzong | Brave | Lum Berry | Safeguard | Rock Slide | Zen Headbutt | Trick Room | HP/Atk
836 | Drapion | Careful | Razor Claw | Cross Poison | Night Slash | Earthquake | Swords Dance | HP/Atk
837 | Luxray | Careful | Air Balloon | Thunder Fang | Ice Fang | Light Screen | Thunder Wave | HP/SpD
838 | Ninetales | Timid | Passho Berry | Flamethrower | Extrasensory | Energy Ball | Calm Mind | HP/Spd
839 | Machamp | Adamant | Flame Orb | Protect | Earthquake | Close Combat | Payback | Atk/SpD
840 | Shuckle | Relaxed | Leftovers | Toxic | Protect | Sandstorm | Wrap | HP/Def
841 | Roserade | Bold | Black Sludge | Toxic | Protect | Leech Seed | Giga Drain | HP/Def
842 | Honchkrow | Adamant | Life Orb | Night Slash | Drill Peck | Sucker Punch | Thunder Wave | HP/Atk
843 | Gigalith | Quiet | Leftovers | Rock Slide | Stealth Rock | Curse | Earthquake | HP/SpD
844 | Conkeldurr | Brave | Iron Ball | Fling | Rock Slide | Superpower | Mach Punch | Atk/SpD
845 | Excadrill | Adamant | Life Orb | Earthquake | Aerial Ace | Poison Jab | Rock Slide | Atk/Def/SpD
846 | Krookodile | Jolly | Liechi Berry | Earthquake | Pursuit | Low Sweep | Rock Slide | Atk/Spd
847 | Steelix | Relaxed | Iron Ball | Gyro Ball | Payback | Swagger | Curse | Atk/Def
848 | Weavile | Jolly | Focus Sash | Taunt | Ice Punch | Night Slash | Fake Out | Atk/Spd
849 | Gliscor | Jolly | Focus Sash | Earthquake | Acrobatics | U-turn | Counter | HP/Spd
850 | Zoroark | Timid | Focus Band | Protect | Counter | Dark Pulse | Focus Blast | Spd/SpA
851 | Mandibuzz | Careful | Leftovers | Substitute | Swagger | Punishment | Roost | HP/Def/SpD
852 | Braviary | Adamant | Wacan Berry | Brave Bird | Tailwind | Superpower | Giga Impact | Atk/Spd
853 | Tentacruel | Bold | Black Sludge | Surf | Toxic | Venoshock | Protect | HP/Def
854 | Aerodactyl | Jolly | Choice Band | Stone Edge | Aerial Ace | Earthquake | Crunch | Atk/Spd
855 | Porygon2 | Modest | Lum Berry | Tri Attack | Thunder Wave | Shadow Ball | Ice Beam | HP/SpA
856 | Lickilicky | Adamant | Lax Incense | Body Slam | Power Whip | Earthquake | Explosion | HP/Atk
857 | Yanmega | Modest | King's Rock | Bug Buzz | Air Slash | Detect | Shadow Ball | Spd/SpA
858 | Gardevoir | Timid | Psychic Gem | Psychic | Thunderbolt | Shadow Ball | Destiny Bond | Spd/SpA
859 | Gallade | Jolly | Lum Berry | Psycho Cut | Close Combat | Heal Pulse | Ally Switch | Atk/Spd
860 | Exeggutor | Brave | Lum Berry | Wood Hammer | Zen Headbutt | Explosion | Trick Room | HP/Atk
861 | Starmie | Timid | King's Rock | Surf | Psychic | Thunderbolt | Ice Beam | Spd/SpA
862 | Flygon | Adamant | Lum Berry | Earthquake | Outrage | Crunch | Stone Edge | Atk/Spd
863 | Klinklang | Modest | Steel Gem | Flash Cannon | Thunderbolt | Protect | Toxic | Spd/SpA
864 | Chandelure | Bold | Leftovers | Calm Mind | Will-O-Wisp | Shadow Ball | Heat Wave | HP/SpD
865 | Vaporeon | Modest | Expert Belt | Surf | Ice Beam | Shadow Ball | Signal Beam | HP/SpA
866 | Jolteon | Timid | Razor Fang | Thunderbolt | Hyper Beam | Fake Tears | Signal Beam | Spd/SpA
867 | Flareon | Adamant | White Herb | Bite | Superpower | Giga Impact | Fire Fang | Atk/SpD
868 | Espeon | Timid | Psychic Gem | Psychic | Shadow Ball | Signal Beam | Morning Sun | Spd/SpA
869 | Umbreon | Careful | Chesto Berry | Curse | Trump Card | Payback | Rest | HP/Def
870 | Leafeon | Adamant | Quick Claw | Leaf Blade | X-Scissor | Aerial Ace | Detect | Atk/Def
871 | Glaceon | Modest | BrightPowder | Blizzard | Shadow Ball | Signal Beam | Detect | Def/SpA
872 | Lucario | Modest | Expert Belt | Aura Sphere | Psychic | Shadow Ball | Follow Me | Spd/SpA
873 | Hippowdon | Sassy | Chesto Berry | Curse | Rest | Earthquake | Crunch | HP/SpD
874 | Probopass | Modest | Life Orb | Flash Cannon | Power Gem | Earth Power | Thunderbolt | SpA/SpD
875 | Dusknoir | Relaxed | Lum Berry | Shadow Sneak | Pain Split | Destiny Bond | Trick Room | HP/SpD
876 | Mienshao | Impish | Muscle Band | Feint | Fake Out | Hi Jump Kick | Wide Guard | HP/Atk
877 | Beartic | Jolly | Lax Incense | Icy Wind | Icicle Crash | Rock Slide | Brick Break | Atk/Spd
878 | Bouffalant | Adamant | Life Orb | Earthquake | Head Charge | Payback | Protect | HP/Atk
879 | Aggron | Brave | Focus Sash | Metal Burst | Earthquake | Stone Edge | Shadow Claw | Atk/SpD
880 | Walrein | Bold | Lax Incense | Sheer Cold | Fissure | Rest | Sleep Talk | Def/SpD
881 | Mamoswine | Adamant | Life Orb | Earthquake | Ice Fang | Double-Edge | Stone Edge | HP/Atk
882 | Lapras | Impish | Chesto Berry | Perish Song | Rest | Body Slam | Block | Def/SpD
883 | Crobat | Jolly | Wide Lens | Hypnosis | Aerial Ace | Cross Poison | Taunt | Atk/Spd
884 | Magnezone | Modest | Electric Gem | Thunderbolt | Flash Cannon | Tri Attack | Volt Switch | Def/SpA
885 | Rhyperior | Brave | Wide Lens | Rock Slide | Hammer Arm | Earthquake | Protect | HP/Atk
886 | Tangrowth | Adamant | Lax Incense | Power Whip | Earthquake | Aerial Ace | Brick Break | Atk/Def
887 | Porygon-z | Timid | Sitrus Berry | Tri Attack | Thunderbolt | Shadow Ball | Recover | Spd/SpA
888 | Vanilluxe | Calm | Sitrus Berry | Taunt | Ice Beam | Acid Armor | Mirror Coat | HP/SpD
889 | Eelektross | Bold | Leftovers | Charge Beam | Grass Knot | Flamethrower | Protect | HP/SpD
890 | Gyarados | Careful | Chesto Berry | Dragon Dance | Aqua Tail | Earthquake | Rest | HP/SpD
891 | Snorlax | Relaxed | Sitrus Berry | Belly Drum | Double-Edge | Earthquake | Crunch | Def/SpD
892 | Kingdra | Modest | White Herb | Draco Meteor | Surf | Blizzard | Protect | HP/Spd/SpA
893 | Blissey | Bold | Chople Berry | Toxic | Minimize | Mud Bomb | Softboiled | Def/SpD
894 | Milotic | Impish | Leftovers | Ice Beam | Rest | Sleep Talk | Surf | HP/SpD
895 | Electivire | Jolly | Shuca Berry | ThunderPunch | Fire Punch | Ice Punch | Earthquake | Atk/Spd
896 | Magmortar | Timid | White Herb | Overheat | Psychic | Focus Blast | Protect | Spd/SpA
897 | Haxorus | Jolly | Yache Berry | Dragon Dance | Dragon Claw | Dragon Tail | Earthquake | Atk/Spd
898 | Togekiss | Bold | Sitrus Berry | Follow Me | Thunder Wave | Air Slash | Encore | HP/SpD
899 | Volcarona | Bold | Leftovers | Hurricane | Quiver Dance | Bug Buzz | Heat Wave | HP/Def
900 | Arcanine | Jolly | Sitrus Berry | Close Combat | Flare Blitz | Crunch | ExtremeSpeed | Atk/Spd
901 | Archeops | Jolly | Sitrus Berry | Rock Slide | Earthquake | Aerial Ace | Protect | Atk/Spd
902 | Dragonite | Adamant | Quick Claw | Superpower | Earthquake | ThunderPunch | Fire Punch | HP/Atk
903 | Tyranitar | Brave | Focus Sash | Rock Slide | Earthquake | Superpower | Dragon Tail | HP/Atk
904 | Salamence | Jolly | Lum Berry | Outrage | Crunch | Earthquake | Zen Headbutt | Atk/Spd
905 | Metagross | Careful | Toxic Orb | Trick | Meteor Mash | Protect | Earthquake | HP/SpD
906 | Garchomp | Jolly | Focus Sash | Swords Dance | Rock Slide | Earthquake | Dragon Claw | Atk/Spd
907 | Hydreigon | Jolly | Dragon Gem | Dragon Rush | Earthquake | Crunch | Dragon Tail | Atk/Spd
908 | Slaking | Jolly | Life Orb | Return | Night Slash | Gunk Shot | Aerial Ace | Atk/Spd
909 | Articuno | Modest | Icy Rock | Hail | Blizzard | Fly | Roost | HP/SpA
910 | Zapdos | Timid | Magnet | Thunderbolt | Signal Beam | Air Cutter | AncientPower | Spd/SpA
911 | Moltres | Modest | White Herb | Overheat | Air Slash | Tailwind | Will-O-Wisp | Spd/SpA
912 | Raikou | Timid | Shuca Berry | Thunderbolt | Volt Switch | Shadow Ball | Extrasensory | Spd/SpA
913 | Entei | Lonely | Focus Sash | Overheat | Flame Charge | Fire Fang | Stone Edge | Atk/Spd
914 | Suicune | Bold | Chesto Berry | Calm Mind | Surf | Ice Beam | Rest | HP/Def
915 | Regirock | Careful | Leftovers | Sandstorm | Curse | Rock Slide | Drain Punch | HP/SpD
916 | Regice | Modest | Sitrus Berry | Thunderbolt | Ice Beam | Focus Blast | Toxic | HP/SpA
917 | Registeel | Careful | Chesto Berry | Curse | Amnesia | Iron Head | Rest | HP/SpD
918 | Cobalion | Bold | Chesto Berry | Focus Blast | Flash Cannon | Calm Mind | Rest | HP/SpD
919 | Terrakion | Jolly | Expert Belt | Close Combat | Earthquake | Stone Edge | Aerial Ace | Atk/Spd
920 | Virizion | Jolly | Salac Berry | Sacred Sword | Leaf Blade | Taunt | Stone Edge | Atk/Spd
921 | Tornadus | Timid | Life Orb | Hurricane | Grass Knot | Focus Blast | Dark Pulse | Spd/SpA
922 | Thundurus | Bold | Chesto Berry | Thunderbolt | Protect | Toxic | Rest | HP/SpD
923 | Latias | Bold | Chesto Berry | Calm Mind | Reflect Type | Dragon Pulse | Rest | HP/Def
924 | Latios | Bold | Chesto Berry | Calm Mind | Luster Purge | Dragon Pulse | Rest | HP/Def
925 | Heatran | Modest | Focus Sash | Lava Plume | Earth Power | Flash Cannon | Dark Pulse | HP/SpA
926 | Cresselia | Bold | Chesto Berry | Calm Mind | Psychic | Shadow Ball | Rest | HP/Def
927 | Landorus | Adamant | Focus Sash | Earthquake | Rock Slide | Smack Down | Bulldoze | Atk/Spd
928 | Regigigas | Adamant | BrightPowder | Confuse Ray | Double Team | Drain Punch | Payback | HP/Atk
929 | Articuno | Bold | Lum Berry | Sheer Cold | Mind Reader | Ice Shard | Ice Beam | HP/SpD
930 | Zapdos | Bold | BrightPowder | Charge Beam | Heat Wave | Double Team | Roost | HP/SpD
931 | Moltres | Naughty | Power Herb | Flame Charge | Sky Attack | Aerial Ace | Fire Blast | Atk/Spd
932 | Raikou | Timid | Leftovers | Charge Beam | Magnet Rise | Calm Mind | Shadow Ball | Def/Spd
933 | Entei | Bold | Chesto Berry | Calm Mind | Will-O-Wisp | Flamethrower | Rest | HP/Def/SpD
934 | Suicune | Modest | Sitrus Berry | Hydro Pump | Ice Beam | Shadow Ball | Mirror Coat | HP/SpA
935 | Regirock | Adamant | Custap Berry | Stone Edge | Drain Punch | Earthquake | Explosion | HP/Atk
936 | Regice | Timid | Chesto Berry | Thunderbolt | Icy Wind | Ice Beam | Rest | HP/Def/Spd
937 | Registeel | Jolly | King's Rock | Rock Polish | Earthquake | Iron Head | ThunderPunch | Atk/Spd
938 | Cobalion | Brave | Sitrus Berry | Metal Burst | Sacred Sword | Quick Attack | Iron Head | HP/Atk
939 | Terrakion | Adamant | Choice Scarf | Sacred Sword | Earthquake | Stone Edge | Aerial Ace | Atk/Spd
940 | Virizion | Timid | Sitrus Berry | Energy Ball | Focus Blast | Calm Mind | Toxic | Def/Spd
941 | Tornadus | Modest | Leftovers | Substitute | Double Team | Focus Blast | Hurricane | HP/SpA
942 | Thundurus | Timid | Choice Band | Thunderbolt | Dark Pulse | Focus Blast | Grass Knot | Spd/SpA
943 | Latias | Timid | White Herb | Draco Meteor | Thunder | Psychic | Protect | Spd/SpA
944 | Latios | Timid | White Herb | Draco Meteor | Thunderbolt | Psychic | Protect | Spd/SpA
945 | Heatran | Modest | White Herb | Overheat | Will-O-Wisp | Flash Cannon | Protect | HP/SpA
946 | Cresselia | Bold | Leftovers | Double Team | Moonlight | Toxic | Protect | HP/SpD
947 | Landorus | Adamant | Choice Scarf | Earthquake | Rock Slide | Outrage | Brick Break | Atk/Spd
948 | Regigigas | Quiet | Zoom Lens | Thunder | Toxic | Focus Blast | Confuse Ray | Spd/SpA
949 | Articuno | Timid | Lum Berry | Blizzard | Reflect | Protect | U-turn | Spd/SpA
950 | Zapdos | Naive | Petaya Berry | Thunder | Light Screen | Rain Dance | Drill Peck | Spd/SpA
951 | Moltres | Timid | Heat Rock | Sunny Day | SolarBeam | Flamethrower | Air Slash | Spd/SpA
952 | Raikou | Timid | Air Balloon | Thunderbolt | Volt Switch | Shadow Ball | Protect | Spd/SpA
953 | Entei | Timid | Choice Scarf | Eruption | Heat Wave | Extrasensory | SolarBeam | Spd/SpA
954 | Suicune | Bold | Leftovers | Surf | Blizzard | Calm Mind | Protect | HP/Def
955 | Regirock | Adamant | Rock Gem | Ice Punch | Rock Slide | Drain Punch | Earthquake | HP/Atk
956 | Regice | Bold | Leftovers | Charge Beam | Ice Beam | Amnesia | Protect | HP/Def
957 | Registeel | Bold | Leftovers | Amnesia | Iron Defense | Charge Beam | Flash Cannon | HP/SpD
958 | Cobalion | Jolly | Lax Incense | Swagger | Substitute | Psych Up | Iron Head | Atk/Spd
959 | Terrakion | Jolly | Sitrus Berry | Swords Dance | Sacred Sword | Earthquake | Rock Slide | Atk/Spd
960 | Virizion | Jolly | Coba Berry | Leaf Blade | Stone Edge | Sacred Sword | Protect | Atk/Spd
961 | Tornadus | Bold | Chesto Berry | Rest | Air Slash | Dark Pulse | Focus Blast | HP/SpD
962 | Thundurus | Jolly | Sitrus Berry | Wild Charge | U-turn | Crunch | Sky Drop | Atk/Spd
963 | Latias | Timid | Choice Specs | Draco Meteor | Thunderbolt | Psychic | Trick | Spd/SpA
964 | Latios | Timid | Choice Specs | Draco Meteor | Thunder | Psychic | Energy Ball | Spd/SpA
965 | Heatran | Modest | Shuca Berry | Sunny Day | Fire Blast | SolarBeam | Earth Power | HP/SpA
966 | Cresselia | Bold | Lum Berry | Icy Wind | Safeguard | Helping Hand | Swagger | HP/SpD
967 | Landorus | Jolly | Ground Gem | Sandstorm | Earthquake | Rock Slide | Protect | Atk/Spd
968 | Regigigas | Adamant | Leftovers | Confuse Ray | Drain Punch | Thunder Wave | Rock Slide | HP/Atk
969 | Articuno | Modest | Ice Gem | Tailwind | Blizzard | Sky Drop | Protect | Spd/SpA
970 | Zapdos | Timid | Lum Berry | Thunderbolt | Volt Switch | Heat Wave | Detect | Spd/SpA
971 | Moltres | Timid | Charcoal | Heat Wave | Incinerate | Air Slash | Protect | Spd/SpA
972 | Raikou | Timid | Air Balloon | Thunder | Discharge | Reflect | Extrasensory | Spd/SpA
973 | Entei | Adamant | Life Orb | Overheat | Double-Edge | Stone Edge | Protect | HP/Atk
974 | Suicune | Timid | Lum Berry | Icy Wind | Surf | Blizzard | Protect | Spd/SpA
975 | Regirock | Jolly | Sitrus Berry | Rock Polish | Rock Slide | Superpower | Explosion | Atk/Spd
976 | Regice | Impish | Zoom Lens | Thunder | Blizzard | Focus Blast | Thunder Wave | HP/SpD
977 | Registeel | Adamant | Leftovers | Toxic | Double Team | Earthquake | Protect | HP/Atk
978 | Cobalion | Jolly | Life Orb | Iron Head | Close Combat | Quick Guard | Protect | Atk/Spd
979 | Terrakion | Jolly | King's Rock | Bulldoze | Rock Slide | Earthquake | Sacred Sword | Atk/Spd
980 | Virizion | Impish | Chesto Berry | Leaf Blade | Swords Dance | Sacred Sword | Rest | HP/Def
981 | Tornadus | Timid | Damp Rock | Hurricane | Focus Blast | Taunt | Rain Dance | Spd/SpA
982 | Thundurus | Timid | Magnet | Discharge | Focus Blast | Volt Switch | Taunt | Spd/SpA
983 | Latias | Adamant | Life Orb | Draco Meteor | Earthquake | Hone Claws | Dragon Claw | Atk/Spd
984 | Latios | Adamant | Life Orb | Draco Meteor | Earthquake | Dragon Dance | Outrage | Atk/Spd
985 | Heatran | Timid | Choice Scarf | Magma Storm | Earth Power | Dragon Pulse | Flash Cannon | Spd/SpA
986 | Cresselia | Bold | BrightPowder | Psychic | Substitute | Toxic | Trick Room | HP/SpD
987 | Landorus | Timid | Focus Sash | Earth Power | Psychic | Sludge Bomb | Grass Knot | Spd/SpA
988 | Regigigas | Careful | Leftovers | Wide Guard | Double Team | Confuse Ray | Toxic | HP/Def
